instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
6247169,24403,ASHIANA,ASHIANA HOUSING,0.0,,0.0,0.05,1,EQ,NSE,NSE
52737,206,ASHIMASYN,ASHIMA,0.0,,0.0,0.05,1,EQ,NSE,NSE
5166593,20182,ASHOKA,ASHOKA BUILDCON,0.0,,0.0,0.05,1,EQ,NSE,NSE
4338433,16947,ASHOKAMET-BE,ASHOKA METCAST,0.0,,0.0,0.05,1,EQ,NSE,NSE
54273,212,ASHOKLEY,ASHOK LEYLAND,0.0,,0.0,0.05,1,EQ,NSE,NSE
1799681,7030,ASIANENE,ASIAN ENERGY SERVICES,0.0,,0.0,0.05,1,EQ,NSE,NSE
4716801,18425,ASIANHOTNR-BE,ASIAN HOTELS (NORTH),0.0,,0.0,0.05,1,EQ,NSE,NSE
60417,236,ASIANPAINT,ASIAN PAINTS,0.0,,0.0,0.05,1,EQ,NSE,NSE
3811585,14889,ASIANTILES,ASIAN GRANITO IND..,0.0,,0.0,0.05,1,EQ,NSE,NSE
5158913,20152,ASKAUTOLTD,ASK AUTOMOTIVE,0.0,,0.0,0.05,1,EQ,NSE,NSE
5248769,20503,ASLIND-ST,ASL INDUSTRIES,0.0,,0.0,0.05,4000,EQ,NSE,NSE
3601665,14069,ASMS-BE,BARTRONICS INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
4421121,17270,ASPINWALL,ASPINWALL & CO,0.0,,0.0,0.05,1,EQ,NSE,NSE
4538369,17728,ASTEC,ASTEC LIFESCIENCES,0.0,,0.0,0.05,1,EQ,NSE,NSE
386049,1508,ASTERDM,ASTER DM HEALTHCARE.,0.0,,0.0,0.05,1,EQ,NSE,NSE
3691009,14418,ASTRAL,ASTRAL,0.0,,0.0,0.05,1,EQ,NSE,NSE
2974209,11618,ASTRAMICRO,ASTRA MICROWAVE,0.0,,0.0,0.05,1,EQ,NSE,NSE
1436161,5610,ASTRAZEN,ASTRAZENECA PHARMA IND LT,0.0,,0.0,0.05,1,EQ,NSE,NSE
223745,874,ASTRON,ASTRON PAPER BORD MIL,0.0,,0.0,0.05,1,EQ,NSE,NSE
4007169,15653,ATALREAL-BE,ATAL REALTECH,0.0,,0.0,0.05,1,EQ,NSE,NSE
3943425,15404,ATAM,ATAM VALVES,0.0,,0.0,0.05,1,EQ,NSE,NSE
425729,1663,ATFL,AGRO TECH FOODS,0.0,,0.0,0.05,1,EQ,NSE,NSE
1552897,6066,ATGL,ADANI TOTAL GAS,0.0,,0.0,0.05,1,EQ,NSE,NSE
4551169,17778,ATL,ALLCARGO TERMINALS,0.0,,0.0,0.05,1,EQ,NSE,NSE
3476993,13582,ATLANTAA-BE,ATLANTAA,0.0,,0.0,0.05,1,EQ,NSE,NSE
67329,263,ATUL,ATUL,0.0,,0.0,0.05,1,EQ,NSE,NSE
7685889,30023,ATULAUTO,ATUL AUTO,0.0,,0.0,0.05,1,EQ,NSE,NSE
5436929,21238,AUBANK,AU SMALL FINANCE BANK,0.0,,0.0,0.05,1,EQ,NSE,NSE
4803073,18762,AURDIS-SM,AURANGABAD DISTILLERY,0.0,,0.0,0.05,500,EQ,NSE,NSE
3078401,12025,AURIONPRO-BE,AURIONPRO SOLN,0.0,,0.0,0.05,1,EQ,NSE,NSE
4062465,15869,AUROIMPEX-SM,AURO IMPEX & CHEMICALS L,0.0,,0.0,0.05,1600,EQ,NSE,NSE
70401,275,AUROPHARMA,AUROBINDO PHARMA,0.0,,0.0,0.05,1,EQ,NSE,NSE
2639361,10310,AURUM,AURUM PROPTECH,0.0,,0.0,0.05,1,EQ,NSE,NSE
2312961,9035,AUSOMENT-BE,AUSOM ENTERPRISE,0.0,,0.0,0.05,1,EQ,NSE,NSE
71169,278,AUTOAXLES,AUTOMOTIVE AXLES,0.0,,0.0,0.05,1,EQ,NSE,NSE
2017281,7880,AUTOBEES,NIPPONAMC - NETFAUTO,0.0,,0.0,0.01,1,EQ,NSE,NSE
2008065,7844,AUTOIETF,ICICIPRAMC - ICICIAUTO,0.0,,0.0,0.01,1,EQ,NSE,NSE
3611137,14106,AUTOIND,AUTOLINE INDUSTRIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
5479937,21406,AVADHSUGAR,AVADH SUG & ENERGY,0.0,,0.0,0.05,1,EQ,NSE,NSE
3854849,15058,AVALON,AVALON TECHNOLOGIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
2031617,7936,AVANTIFEED,AVANTI FEEDS,0.0,,0.0,0.05,1,EQ,NSE,NSE
3990785,15589,AVG,AVG LOGISTICS,0.0,,0.0,0.05,1,EQ,NSE,NSE
3470593,13557,AVONMORE,AVONMORE CAP&MGT SERV,0.0,,0.0,0.05,1,EQ,NSE,NSE
2259713,8827,AVROIND,AVRO INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
4785409,18693,AVSL-ST,AVSL INDUSTRIES,0.0,,0.0,0.05,1000,EQ,NSE,NSE
3586049,14008,AVTNPL,AVT NATURAL PRODUCTS,0.0,,0.0,0.05,1,EQ,NSE,NSE
460033,1797,AWHCL,ANTONY WASTE HDG CELL,0.0,,0.0,0.05,1,EQ,NSE,NSE
2076161,8110,AWL,ADANI WILMAR,0.0,,0.0,0.05,1,EQ,NSE,NSE
1510401,5900,AXISBANK,AXIS BANK,0.0,,0.0,0.05,1,EQ,NSE,NSE
267265,1044,AXISBNKETF,AXISAMC - AXISBNKETF,0.0,,0.0,0.01,1,EQ,NSE,NSE
903681,3530,AXISBPSETF,AXISAMC - AXISBPSETF,0.0,,0.0,0.01,1,EQ,NSE,NSE
2415617,9436,AXISCADES,AXISCADES TECH,0.0,,0.0,0.05,1,EQ,NSE,NSE
1467393,5732,AXISCETF,AXISAMC - AXISCETF,0.0,,0.0,0.01,1,EQ,NSE,NSE
5256193,20532,AXISGOLD,AXIS MF - AXIS GOLD ETF,0.0,,0.0,0.01,1,EQ,NSE,NSE
923649,3608,AXISHCETF,AXISAMC - AXISHCETF,0.0,,0.0,0.01,1,EQ,NSE,NSE
2865409,11193,AXISILVER,AXISAMC - AXISILVER,0.0,,0.0,0.01,1,EQ,NSE,NSE
5440513,21252,AXISNIFTY,AXISAMC - AXISNIFTY,0.0,,0.0,0.01,1,EQ,NSE,NSE
770561,3010,AXISTECETF,AXISAMC - AXISTECETF,0.0,,0.0,0.01,1,EQ,NSE,NSE
2534913,9902,AXITA,AXITA COTTON,0.0,,0.0,0.05,1,EQ,NSE,NSE
3773953,14742,AXSENSEX,AXISAMC - AXSENSEX,0.0,,0.0,0.01,1,EQ,NSE,NSE
2632961,10285,AYMSYNTEX,AYM SYNTEX,0.0,,0.0,0.05,1,EQ,NSE,NSE
5351681,20905,AZAD,AZAD ENGINEERING,0.0,,0.0,0.05,1,EQ,NSE,NSE
5156097,20141,BABAFP-SM,BABA FOOD PROCESSING,0.0,,0.0,0.05,1600,EQ,NSE,NSE
4540161,17735,BAFNAPH-BE,BAFNA PHARMACEUTICALS,0.0,,0.0,0.05,1,EQ,NSE,NSE
3603201,14075,BAGFILMS-BE,B.A.G FILMS AND MEDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
3325185,12989,BAHETI-SM,BAHETI RECYCLING IND,0.0,,0.0,0.05,750,EQ,NSE,NSE
3531265,13794,BAIDFIN,BAID FINSERV,0.0,,0.0,0.05,1,EQ,NSE,NSE
4267265,16669,BAJAJ-AUTO,BAJAJ AUTO,0.0,,0.0,0.05,1,EQ,NSE,NSE
4999937,19531,BAJAJCON,BAJAJ CONSUMER CARE,0.0,,0.0,0.05,1,EQ,NSE,NSE
3848705,15034,BAJAJELEC,BAJAJ ELECT.LTD,0.0,,0.0,0.05,1,EQ,NSE,NSE
4268801,16675,BAJAJFINSV,BAJAJ FINSERV.,0.0,,0.0,0.05,1,EQ,NSE,NSE
1756929,6863,BAJAJHCARE,BAJAJ HEALTHCARE,0.0,,0.0,0.05,1,EQ,NSE,NSE
78849,308,BAJAJHIND,BAJAJ HINDUSTHAN SUGAR LT,0.0,,0.0,0.05,1,EQ,NSE,NSE
78081,305,BAJAJHLDNG,BAJAJ HOLDINGS & INVS,0.0,,0.0,0.05,1,EQ,NSE,NSE
5255937,20531,BAJEL,BAJEL PROJECTS,0.0,,0.0,0.05,1,EQ,NSE,NSE
81153,317,BAJFINANCE,BAJAJ FINANCE,0.0,,0.0,0.05,1,EQ,NSE,NSE
2344449,9158,BALAJITELE,BALAJI TELEFILMS,0.0,,0.0,0.05,1,EQ,NSE,NSE
3712257,14501,BALAMINES,BALAJI AMINES,0.0,,0.0,0.05,1,EQ,NSE,NSE
2895105,11309,BALAXI,BALAXI PHARMA,0.0,,0.0,0.05,1,EQ,NSE,NSE
2606337,10181,BALKRISHNA,BALKRISHNA PAPER MILLS L,0.0,,0.0,0.05,1,EQ,NSE,NSE
85761,335,BALKRISIND,BALKRISHNA IND.,0.0,,0.0,0.05,1,EQ,NSE,NSE
86529,338,BALMLAWRIE,BALMER LAWRIE & CO,0.0,,0.0,0.05,1,EQ,NSE,NSE
3440897,13441,BALPHARMA,BAL PHARMA.,0.0,,0.0,0.05,1,EQ,NSE,NSE
87297,341,BALRAMCHIN,BALRAMPUR CHINI MILLS,0.0,,0.0,0.05,1,EQ,NSE,NSE
88833,347,BANARBEADS,BANARAS BEADS,0.0,,0.0,0.05,1,EQ,NSE,NSE
89601,350,BANARISUG,BANNARI AMMAN SUGARS,0.0,,0.0,0.05,1,EQ,NSE,NSE
3553281,13880,BANCOINDIA,BANCO PRODUCTS (I),0.0,,0.0,0.05,1,EQ,NSE,NSE
579329,2263,BANDHANBNK,BANDHAN BANK,0.0,,0.0,0.05,1,EQ,NSE,NSE
3918593,15307,BANG-BE,BANG OVERSEAS.,0.0,,0.0,0.05,1,EQ,NSE,NSE
211969,828,BANKA-BE,BANKA BIOLOO,0.0,,0.0,0.05,1,EQ,NSE,NSE
1195009,4668,BANKBARODA,BANK OF BARODA,0.0,,0.0,0.05,1,EQ,NSE,NSE
2928385,11439,BANKBEES,NIP IND ETF BANK BEES,0.0,,0.0,0.01,1,EQ,NSE,NSE
4459265,17419,BANKETF,MIRAEAMC - BANKETF,0.0,,0.0,0.01,1,EQ,NSE,NSE
2825473,11037,BANKIETF,ICICIPRAMC - IPRU5008,0.0,,0.0,0.01,1,EQ,NSE,NSE
1214721,4745,BANKINDIA,BANK OF INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
3714817,14511,BANSWRAS,BANSWARA SYNTEX,0.0,,0.0,0.05,1,EQ,NSE,NSE
800513,3127,BARBEQUE,BARBEQUE NATION HOSP.,0.0,,0.0,0.05,1,EQ,NSE,NSE
94209,368,BASF,BASF INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
4721153,18442,BASILIC-SM,BASILIC FLY STUDIO,0.0,,0.0,0.05,1200,EQ,NSE,NSE
3080705,12034,BASML,BANNARI AM SPIN MILL.,0.0,,0.0,0.05,1,EQ,NSE,NSE
94977,371,BATAINDIA,BATA INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
4589313,17927,BAYERCROP,BAYER CROPSCIENCE,0.0,,0.0,0.05,1,EQ,NSE,NSE
1842177,7196,BBETF0432,EDELAMC - BBETF0432,0.0,,0.0,0.01,1,EQ,NSE,NSE
3522817,13761,BBL,BHARAT BIJLEE,0.0,,0.0,0.05,1,EQ,NSE,NSE
5260033,20547,BBNPPGOLD,BARODABNP - BBNPPGOLD,0.0,,0.0,0.05,1,EQ,NSE,NSE
2089985,8164,BBOX-BE,BLACK BOX,0.0,,0.0,0.05,1,EQ,NSE,NSE
97281,380,BBTC,BOMBAY BURMAH TRADING COR,0.0,,0.0,0.05,1,EQ,NSE,NSE
3111169,12153,BBTCL,B&B TRIPLEWALL CONT,0.0,,0.0,0.05,1,EQ,NSE,NSE
2261249,8833,BCG,BRIGHTCOM GROUP,0.0,,0.0,0.05,1,EQ,NSE,NSE
643329,2513,BCLIND,BCL INDUSTRIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
1992449,7783,BCONCEPTS-BE,BRAND CONCEPTS,0.0,,0.0,0.05,1,EQ,NSE,NSE
548865,2144,BDL,BHARAT DYNAMICS,0.0,,0.0,0.05,1,EQ,NSE,NSE
4591873,17937,BEARDSELL-BE,BEARDSELL,0.0,,0.0,0.05,1,EQ,NSE,NSE
416769,1628,BECTORFOOD,MRS BECTORS FOOD SPE,0.0,,0.0,0.05,1,EQ,NSE,NSE
5170177,20196,BEDMUTHA,BEDMUTHA INDUST,0.0,,0.0,0.05,1,EQ,NSE,NSE
98049,383,BEL,BHARAT ELECTRONICS,0.0,,0.0,0.05,1,EQ,NSE,NSE
101121,395,BEML,BEML,0.0,,0.0,0.05,1,EQ,NSE,NSE
107265,419,BEPL,BHANSALI ENG. POLYMERS LT,0.0,,0.0,0.05,1,EQ,NSE,NSE
103425,404,BERGEPAINT,BERGER PAINTS (I),0.0,,0.0,0.05,1,EQ,NSE,NSE
20737,81,BETA-SM,BETA DRUGS,0.0,,0.0,0.05,100,EQ,NSE,NSE
1449473,5662,BEWLTD-SM,BEW ENGINEERING,0.0,,0.0,0.05,125,EQ,NSE,NSE
5404929,21113,BFINVEST,BF INVESTMENT,0.0,,0.0,0.05,1,EQ,NSE,NSE
1336321,5220,BFSI,MIRAEAMC - MAFSETF,0.0,,0.0,0.01,1,EQ,NSE,NSE
3729153,14567,BFUTILITIE,BF UTILITIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
3888385,15189,BGRENERGY,BGR ENERGY SYSTEMS,0.0,,0.0,0.05,1,EQ,NSE,NSE
1577985,6164,BHAGCHEM,BHAGIRADHA CHEM & INDS L,0.0,,0.0,0.05,1,EQ,NSE,NSE
3430401,13400,BHAGERIA,BHAGERIA INDUSTRIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
5318657,20776,BHAGYANGR,BHAGYANAGAR INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
5006337,19556,BHANDARI,BHANDARI HOSIERY EXP,0.0,,0.0,0.05,1,EQ,NSE,NSE
108033,422,BHARATFORG,BHARAT FORGE,0.0,,0.0,0.05,1,EQ,NSE,NSE
109057,426,BHARATGEAR,BHARAT GEARS.,0.0,,0.0,0.05,1,EQ,NSE,NSE
981505,3834,BHARATRAS,BHARAT RASAYAN,0.0,,0.0,0.05,1,EQ,NSE,NSE
4127489,16123,BHARATWIRE,BHARAT WIRE ROPES.,0.0,,0.0,0.05,1,EQ,NSE,NSE
2714625,10604,BHARTIARTL,BHARTI AIRTEL,0.0,,0.0,0.05,1,EQ,NSE,NSE
112129,438,BHEL,BHEL,0.0,,0.0,0.05,1,EQ,NSE,NSE
4718337,18431,BIGBLOC,BIGBLOC CONSTRUCTION,0.0,,0.0,0.05,1,EQ,NSE,NSE
3063297,11966,BIKAJI,BIKAJI FOODS INTERN,0.0,,0.0,0.05,1,EQ,NSE,NSE
2010369,7853,BIL-BE,BHARTIYA INETRNATIONAL LT,0.0,,0.0,0.05,1,EQ,NSE,NSE
3487233,13622,BINANIIND-BE,BINANI INDUSTRIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
2911489,11373,BIOCON,BIOCON,0.0,,0.0,0.05,1,EQ,NSE,NSE
1058817,4136,BIOFILCHEM,BIOFIL CHEM & PHARMA,0.0,,0.0,0.05,1,EQ,NSE,NSE
122113,477,BIRLACABLE,BIRLA CABLE,0.0,,0.0,0.05,1,EQ,NSE,NSE
122881,480,BIRLACORPN,BIRLA CORPORATION,0.0,,0.0,0.05,1,EQ,NSE,NSE
3901185,15239,BIRLAMONEY,ADITYA BIRLA MONEY,0.0,,0.0,0.05,1,EQ,NSE,NSE
3857153,15067,BLAL,BEML LAND ASSETS,0.0,,0.0,0.05,1,EQ,NSE,NSE
2081793,8132,BLBLIMITED,BLB,0.0,,0.0,0.05,1,EQ,NSE,NSE
4931841,19265,BLISSGVS,BLISS GVS PHARMA,0.0,,0.0,0.05,1,EQ,NSE,NSE
3402241,13290,BLKASHYAP,B.L.KASHYAP & SON,0.0,,0.0,0.05,1,EQ,NSE,NSE
4423425,17279,BLS,BLS INTL SERVS,0.0,,0.0,0.05,1,EQ,NSE,NSE
2214401,8650,BLUECHIP-BE,BLUE CHIP INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
2189313,8552,BLUECOAST-BE,BLUE COAST HOTELS,0.0,,0.0,0.05,1,EQ,NSE,NSE
126721,495,BLUEDART,BLUE DART EXPRESS,0.0,,0.0,0.05,1,EQ,NSE,NSE
5039617,19686,BLUEJET,BLUE JET HEALTHCARE,0.0,,0.0,0.05,1,EQ,NSE,NSE
2127617,8311,BLUESTARCO,BLUE STAR,0.0,,0.0,0.05,1,EQ,NSE,NSE
1549313,6052,BMETRICS-SM,BOMBAY METRICS S C,0.0,,0.0,0.05,400,EQ,NSE,NSE
6404353,25017,BODALCHEM,BODAL CHEMICALS,0.0,,0.0,0.05,1,EQ,NSE,NSE
2980097,11641,BOHRAIND-BE,BOHRA INDUSTRIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
131329,513,BOMDYEING,BOMBAY DYEING & MFG. CO L,0.0,,0.0,0.05,1,EQ,NSE,NSE
4966657,19401,BOROLTD,BOROSIL,0.0,,0.0,0.05,1,EQ,NSE,NSE
806145,3149,BORORENEW,BOROSIL RENEWABLES,0.0,,0.0,0.05,1,EQ,NSE,NSE
558337,2181,BOSCHLTD,BOSCH,0.0,,0.0,0.05,1,EQ,NSE,NSE
134657,526,BPCL,BHARAT PETROLEUM CORP  LT,0.0,,0.0,0.05,1,EQ,NSE,NSE
1321729,5163,BPL-BE,BPL,0.0,,0.0,0.05,1,EQ,NSE,NSE
3887105,15184,BRIGADE,BRIGADE ENTER.,0.0,,0.0,0.05,1,EQ,NSE,NSE
998913,3902,BRIGHT-ST,BRIGHT SOLAR,0.0,,0.0,0.05,3000,EQ,NSE,NSE
140033,547,BRITANNIA,BRITANNIA INDUSTRIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
5550849,21683,BRNL,BHARAT ROAD NETWORK,0.0,,0.0,0.05,1,EQ,NSE,NSE
6434817,25136,BROOKS,BROOKS LAB,0.0,,0.0,0.05,1,EQ,NSE,NSE
5013761,19585,BSE,BSE,0.0,,0.0,0.05,1,EQ,NSE,NSE
768257,3001,BSE500IETF,ICICIPRAMC - ICICI500,0.0,,0.0,0.01,1,EQ,NSE,NSE
207105,809,BSHSL,BOMBAY SUPER HYBRID SEEDS,0.0,,0.0,0.05,1,EQ,NSE,NSE
143105,559,BSL,BSL,0.0,,0.0,0.05,1,EQ,NSE,NSE
6093825,23804,BSLGOLDETF,ADITYBIRLA SL GOLD ETF-GR,0.0,,0.0,0.01,1,EQ,NSE,NSE
6343937,24781,BSLNIFTY,ADITYBIRLA SL NIF ETF-GR,0.0,,0.0,0.01,1,EQ,NSE,NSE
1524993,5957,BSLSENETFG,BIRLASLAMC - BSLSENETFG,0.0,,0.0,0.01,1,EQ,NSE,NSE
1790465,6994,BSOFT,BIRLASOFT,0.0,,0.0,0.05,1,EQ,NSE,NSE
3622401,14150,BTML,BODHI TREE MULTIMEDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
3890689,15198,BURNPUR-BE,BURNPUR CEMENT.,0.0,,0.0,0.05,1,EQ,NSE,NSE
695297,2716,BUTTERFLY,BTRFLY GANDHI APPL,0.0,,0.0,0.05,1,EQ,NSE,NSE
3859713,15077,BVCL-BE,BARAK VALLEY CEM..,0.0,,0.0,0.05,1,EQ,NSE,NSE
2030081,7930,BYKE-BE,THE BYKE HOSPITALITY,0.0,,0.0,0.05,1,EQ,NSE,NSE
5586689,21823,CADSYS-SM,CADSYS (INDIA),0.0,,0.0,0.05,1000,EQ,NSE,NSE
2150401,8400,CALSOFT-BE,CALIFORNIA SOFTWARE CO LT,0.0,,0.0,0.05,1,EQ,NSE,NSE
1591297,6216,CAMLINFINE,CAMLIN FINE SCIENCES,0.0,,0.0,0.05,1,EQ,NSE,NSE
2396673,9362,CAMPUS,CAMPUS ACTIVEWEAR,0.0,,0.0,0.05,1,EQ,NSE,NSE
87553,342,CAMS,COMPUTER AGE MNGT SER,0.0,,0.0,0.05,1,EQ,NSE,NSE
4958209,19368,CANARYS-SM,CANARYS AUTOMATIONS,0.0,,0.0,0.05,4000,EQ,NSE,NSE
2763265,10794,CANBK,CANARA BANK,0.0,,0.0,0.05,1,EQ,NSE,NSE
149249,583,CANFINHOME,CAN FIN HOMES,0.0,,0.0,0.05,1,EQ,NSE,NSE
5160961,20160,CANTABIL,CANTABIL RETAIL,0.0,,0.0,0.05,1,EQ,NSE,NSE
5567745,21749,CAPACITE,CAPACITE INFRAPROJECT,0.0,,0.0,0.05,1,EQ,NSE,NSE
999937,3906,CAPLIPOINT,CAPLIN POINT LAB.,0.0,,0.0,0.05,1,EQ,NSE,NSE
4978433,19447,CAPTRUST,CAPITAL TRUST,0.0,,0.0,0.05,1,EQ,NSE,NSE
152321,595,CARBORUNIV,CARBORUNDUM UNIVERSAL,0.0,,0.0,0.05,1,EQ,NSE,NSE
5142017,20086,CAREERP,CAREER POINT,0.0,,0.0,0.05,1,EQ,NSE,NSE
7452929,29113,CARERATING,CARE RATINGS,0.0,,0.0,0.05,1,EQ,NSE,NSE
1384193,5407,CARTRADE,CARTRADE TECH,0.0,,0.0,0.05,1,EQ,NSE,NSE
481025,1879,CARYSIL,CARYSIL,0.0,,0.0,0.05,1,EQ,NSE,NSE
320001,1250,CASTROLIND,CASTROL INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
5223937,20406,CBAZAAR-SM,NET AVENUE TECHNOLOGIES L,0.0,,0.0,0.05,8000,EQ,NSE,NSE
1634561,6385,CCHHL,COUNTRY CLUB HOSP HOL,0.0,,0.0,0.05,1,EQ,NSE,NSE
2931713,11452,CCL,CCL PRODUCTS (I),0.0,,0.0,0.05,1,EQ,NSE,NSE
5420545,21174,CDSL,CENTRAL DEPO SER (I),0.0,,0.0,0.05,1,EQ,NSE,NSE
3905025,15254,CEATLTD,CEAT,0.0,,0.0,0.05,1,EQ,NSE,NSE
3370241,13165,CELEBRITY-BE,CELEBRITY FASHIONS,0.0,,0.0,0.05,1,EQ,NSE,NSE
4814337,18806,CELLECOR-SM,CELLECOR GADGETS,0.0,,0.0,0.05,1200,EQ,NSE,NSE
5067521,19795,CELLO,CELLO WORLD,0.0,,0.0,0.05,1,EQ,NSE,NSE
4339201,16950,CELLPOINT-SM,CELL POINT (INDIA),0.0,,0.0,0.05,1200,EQ,NSE,NSE
158465,619,CENTENKA,CENTURY ENKA,0.0,,0.0,0.05,1,EQ,NSE,NSE
2946817,11511,CENTEXT,CENTURY EXTRUSIONS,0.0,,0.0,0.05,1,EQ,NSE,NSE
3812865,14894,CENTRALBK,CENTRAL BANK OF INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
628225,2454,CENTRUM,CENTRUM CAPITAL,0.0,,0.0,0.05,1,EQ,NSE,NSE
3835393,14982,CENTUM,CENTUM ELECTRONICS,0.0,,0.0,0.05,1,EQ,NSE,NSE
3406081,13305,CENTURYPLY,CENTURY PLYBOARDS (I),0.0,,0.0,0.05,1,EQ,NSE,NSE
160001,625,CENTURYTEX,CENTURY TEXTILES,0.0,,0.0,0.05,1,EQ,NSE,NSE
3849985,15039,CERA,CERA SANITARYWARE,0.0,,0.0,0.05,1,EQ,NSE,NSE
7684097,30016,CEREBRAINT-BE,CEREBRA INT TECH,0.0,,0.0,0.05,1,EQ,NSE,NSE
160769,628,CESC,CESC,0.0,,0.0,0.05,1,EQ,NSE,NSE
5204225,20329,CGCL,CAPRI GLOBAL CAPITAL,0.0,,0.0,0.05,1,EQ,NSE,NSE
194561,760,CGPOWER,CG POWER AND IND SOL,0.0,,0.0,0.05,1,EQ,NSE,NSE
2187777,8546,CHALET,CHALET HOTELS,0.0,,0.0,0.05,1,EQ,NSE,NSE
163073,637,CHAMBLFERT,CHAMBAL FERTILIZERS,0.0,,0.0,0.05,1,EQ,NSE,NSE
4775425,18654,CHAVDA-SM,CHAVDA INFRA,0.0,,0.0,0.05,2000,EQ,NSE,NSE
3742209,14618,CHEMBOND,CHEMBOND CHEMICALS,0.0,,0.0,0.05,1,EQ,NSE,NSE
69121,270,CHEMCON,CHEMCON SPECIAL CHEM,0.0,,0.0,0.05,1,EQ,NSE,NSE
716545,2799,CHEMFAB,CHEMFAB ALKALIS,0.0,,0.0,0.05,1,EQ,NSE,NSE
1394945,5449,CHEMPLASTS,CHEMPLAST SANMAR,0.0,,0.0,0.05,1,EQ,NSE,NSE
524545,2049,CHENNPETRO,CHENNAI PETROLEUM CORP LT,0.0,,0.0,0.05,1,EQ,NSE,NSE
2529025,9879,CHEVIOT,CHEVIOT COMPANY,0.0,,0.0,0.05,1,EQ,NSE,NSE
2269697,8866,CHOICEIN,CHOICE INTERNATIONAL,0.0,,0.0,0.05,1,EQ,NSE,NSE
175361,685,CHOLAFIN,CHOLAMANDALAM IN & FIN CO,0.0,,0.0,0.05,1,EQ,NSE,NSE
5565441,21740,CHOLAHLDNG,CHOLAMANDALAM FIN HOL,0.0,,0.0,0.05,1,EQ,NSE,NSE
3823873,14937,CIEINDIA,CIE AUTOMOTIVE INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
1316353,5142,CIGNITITEC,CIGNITI TECHNOLOGIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
6953985,27164,CINELINE-BE,CINELINE INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
2055169,8028,CINEVISTA-BE,CINEVISTA,0.0,,0.0,0.05,1,EQ,NSE,NSE
177665,694,CIPLA,CIPLA,0.0,,0.0,0.05,1,EQ,NSE,NSE
1292545,5049,CLEAN,CLEAN SCIENCE & TECH,0.0,,0.0,0.05,1,EQ,NSE,NSE
5177089,20223,CLEDUCATE,CL EDUCATE,0.0,,0.0,0.05,1,EQ,NSE,NSE
2861825,11179,CLOUD-SM,VARANIUM CLOUD,0.0,,0.0,0.05,1000,EQ,NSE,NSE
891393,3482,CLSEL,CHAMAN LAL SETIA EXP,0.0,,0.0,0.05,1,EQ,NSE,NSE
4674561,18260,CLSL-SM,CROP LIFE SCIENCE,0.0,,0.0,0.05,2000,EQ,NSE,NSE
25345,99,CMMIPL-ST,CMM INFRAPROJECTS,0.0,,0.0,0.05,3000,EQ,NSE,NSE
3515137,13731,CMNL-SM,CHAMAN METALLICS,0.0,,0.0,0.05,1500,EQ,NSE,NSE
2930433,11447,CMRSL-SM,CYBER MEDIA RES & SER,0.0,,0.0,0.05,800,EQ,NSE,NSE
1946369,7603,CMSINFO,CMS INFO SYSTEMS,0.0,,0.0,0.05,1,EQ,NSE,NSE
5215745,20374,COALINDIA,COAL INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
1537537,6006,COASTCORP,COASTAL CORPORATION,0.0,,0.0,0.05,1,EQ,NSE,NSE
5506049,21508,COCHINSHIP,COCHIN SHIPYARD,0.0,,0.0,0.05,1,EQ,NSE,NSE
2858241,11165,COFFEEDAY,COFFEE DAY ENTERPRISE,0.0,,0.0,0.05,1,EQ,NSE,NSE
2955009,11543,COFORGE,COFORGE,0.0,,0.0,0.05,1,EQ,NSE,NSE
3876097,15141,COLPAL,COLGATE PALMOLIVE.,0.0,,0.0,0.05,1,EQ,NSE,NSE
4995329,19513,COMMITTED-SM,COMMITTED CARGO CARE,0.0,,0.0,0.05,1600,EQ,NSE,NSE
3378689,13198,COMMOIETF,ICICIPRAMC - ICICICOMMO,0.0,,0.0,0.01,1,EQ,NSE,NSE
7972353,31142,COMPUSOFT-BE,COMPUCOM SOFTWARE,0.0,,0.0,0.05,1,EQ,NSE,NSE
